op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
1981,mlp,experts,,view,"[[B, k]]",,,[[k]],[1977],13,mlp,experts,2,model.layers.13.mlp.experts,aten.view.default,[],decode,True
1982,mlp,experts,,sort,[[k]],,,"[[k], [k]]",[1981],13,mlp,experts,2,model.layers.13.mlp.experts,aten.sort.default,[],decode,False
1983,mlp,experts,,floor_divide,[[k]],,,[[k]],[1982],13,mlp,experts,2,model.layers.13.mlp.experts,aten.floor_divide.default,[],decode,True
1984,mlp,experts,,index,"[[B, d_model], [k]]",,,"[[k, d_model]]","[1979, 1983]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.index.Tensor,[],decode,True
1985,mlp,experts,,index,"[[k], [k]]",,,[[k]],"[1980, 1982]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.index.Tensor,[],decode,True
1986,mlp,experts,,_to_copy,[[k]],,,[[k]],[1982],13,mlp,experts,2,model.layers.13.mlp.experts,aten._to_copy.default,[],decode,True
1987,mlp,experts,,histc,[[k]],,,[[E]],[1986],13,mlp,experts,2,model.layers.13.mlp.experts,aten.histc.default,[],decode,True
1988,mlp,experts,,cumsum,[[E]],,,[[E]],[1987],13,mlp,experts,2,model.layers.13.mlp.experts,aten.cumsum.default,[],decode,False
1989,mlp,experts,,ge,[[k]],,,[[k]],[1982],13,mlp,experts,2,model.layers.13.mlp.experts,aten.ge.Scalar,[],decode,True
1990,mlp,experts,,unsqueeze,[[k]],,,"[[k, 1]]",[1989],13,mlp,experts,2,model.layers.13.mlp.experts,aten.unsqueeze.default,[],decode,True
1991,mlp,experts,,clamp_,[[k]],,,[[k]],[1982],13,mlp,experts,2,model.layers.13.mlp.experts,aten.clamp_.default,[],decode,True
1992,mlp,experts,,masked_fill_,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[1984, 1990]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.masked_fill_.Scalar,[],decode,True
1993,mlp,experts,,transpose,"[[E, 2*d_moe, d_model]]","[E, 2*d_moe, d_model]",0,"[[E, d_model, 2*d_moe]]",[],13,mlp,experts,2,model.layers.13.mlp.experts,aten.transpose.int,[model.layers.13.mlp.experts.gate_up_proj],decode,True
1994,mlp,experts,,grouped_matmul,"[[k, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]",1,"[[k, 2*d_moe]]","[1988, 1992, 1993]",13,mlp,experts,2,model.layers.13.mlp.experts,aten._grouped_mm.default,[model.layers.13.mlp.experts.gate_up_proj],decode,False
1995,mlp,experts,,split,"[[k, 2*d_moe]]",,,"[[k, d_moe], [k, d_moe]]",[1994],13,mlp,experts,2,model.layers.13.mlp.experts,aten.split.Tensor,[],decode,True
1996,mlp,experts,act_fn,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[1995],13,mlp,experts,3,model.layers.13.mlp.experts.act_fn,aten.silu.default,[],decode,False
1997,mlp,experts,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[1995, 1996]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.mul.Tensor,[],decode,False
1998,mlp,experts,,transpose,"[[E, d_model, d_moe]]","[E, d_model, d_moe]",0,"[[E, d_moe, d_model]]",[],13,mlp,experts,2,model.layers.13.mlp.experts,aten.transpose.int,[model.layers.13.mlp.experts.down_proj],decode,True
1999,mlp,experts,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[1988, 1997, 1998]",13,mlp,experts,2,model.layers.13.mlp.experts,aten._grouped_mm.default,[model.layers.13.mlp.experts.down_proj],decode,False
2000,mlp,experts,,unsqueeze,[[k]],,,"[[k, 1]]",[1985],13,mlp,experts,2,model.layers.13.mlp.experts,aten.unsqueeze.default,[],decode,True
2001,mlp,experts,,elementwise_mul,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[1999, 2000]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.mul.Tensor,[],decode,False
2002,mlp,experts,,masked_fill_,"[[k, d_model], [k, 1]]",,,"[[k, d_model]]","[1990, 2001]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.masked_fill_.Scalar,[],decode,True
2003,mlp,experts,,empty_like,[[k]],,,[[k]],[1982],13,mlp,experts,2,model.layers.13.mlp.experts,aten.empty_like.default,[],decode,True
2004,mlp,experts,,arange,[],,,[[k]],[],13,mlp,experts,2,model.layers.13.mlp.experts,aten.arange.default,[],decode,True
2005,mlp,experts,,index_put_,"[[k], [k], [k]]",,,[[k]],"[1982, 2003, 2004]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.index_put_.default,[],decode,True
2006,mlp,experts,,index,"[[k, d_model], [k]]",,,"[[k, d_model]]","[2002, 2005]",13,mlp,experts,2,model.layers.13.mlp.experts,aten.index.Tensor,[],decode,True
2007,mlp,experts,,view,"[[k, d_model]]",,,"[[B, k, d_model]]",[2006],13,mlp,experts,2,model.layers.13.mlp.experts,aten.view.default,[],decode,True
2008,mlp,experts,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]",[2007],13,mlp,experts,2,model.layers.13.mlp.experts,aten.sum.dim_IntList,[],decode,True
2009,mlp,experts,,_to_copy,"[[B, d_model]]",,,"[[B, d_model]]",[2008],13,mlp,experts,2,model.layers.13.mlp.experts,aten._to_copy.default,[],decode,True
2010,mlp,,,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2009],13,mlp,,1,model.layers.13.mlp,aten.view.default,[],decode,True
2011,mlp,shared_experts,gate_proj,t,"[[E_shared*d_moe, d_model]]","[E_shared*d_moe, d_model]",0,"[[d_model, E_shared*d_moe]]",[],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.gate_proj,aten.t.default,[model.layers.13.mlp.shared_experts.gate_proj.weight],decode,True
2012,mlp,shared_experts,gate_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1970],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.gate_proj,aten.view.default,[],decode,True
2013,mlp,shared_experts,gate_proj,matmul,"[[B, d_model], [d_model, E_shared*d_moe]]","[E_shared*d_moe, d_model]",1,"[[B, E_shared*d_moe]]","[2011, 2012]",13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.13.mlp.shared_experts.gate_proj.weight],decode,False
2014,mlp,shared_experts,gate_proj,_unsafe_view,"[[B, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[2013],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.gate_proj,aten._unsafe_view.default,[],decode,True
2015,mlp,shared_experts,act_fn,silu,"[[B, 1, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[2014],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
2016,mlp,shared_experts,up_proj,t,"[[E_shared*d_moe, d_model]]","[E_shared*d_moe, d_model]",0,"[[d_model, E_shared*d_moe]]",[],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.up_proj,aten.t.default,[model.layers.13.mlp.shared_experts.up_proj.weight],decode,True
2017,mlp,shared_experts,up_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1970],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.up_proj,aten.view.default,[],decode,True
2018,mlp,shared_experts,up_proj,matmul,"[[B, d_model], [d_model, E_shared*d_moe]]","[E_shared*d_moe, d_model]",1,"[[B, E_shared*d_moe]]","[2016, 2017]",13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.13.mlp.shared_experts.up_proj.weight],decode,False
2019,mlp,shared_experts,up_proj,_unsafe_view,"[[B, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]",[2018],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.up_proj,aten._unsafe_view.default,[],decode,True
2020,mlp,shared_experts,,elementwise_mul,"[[B, 1, E_shared*d_moe], [B, 1, E_shared*d_moe]]",,,"[[B, 1, E_shared*d_moe]]","[2015, 2019]",13,mlp,shared_experts,2,model.layers.13.mlp.shared_experts,aten.mul.Tensor,[],decode,False
2021,mlp,shared_experts,down_proj,t,"[[d_model, E_shared*d_moe]]","[d_model, E_shared*d_moe]",0,"[[E_shared*d_moe, d_model]]",[],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.down_proj,aten.t.default,[model.layers.13.mlp.shared_experts.down_proj.weight],decode,True
2022,mlp,shared_experts,down_proj,view,"[[B, 1, E_shared*d_moe]]",,,"[[B, E_shared*d_moe]]",[2020],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.down_proj,aten.view.default,[],decode,True
2023,mlp,shared_experts,down_proj,matmul,"[[B, E_shared*d_moe], [E_shared*d_moe, d_model]]","[d_model, E_shared*d_moe]",1,"[[B, d_model]]","[2021, 2022]",13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.13.mlp.shared_experts.down_proj.weight],decode,False
2024,mlp,shared_experts,down_proj,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2023],13,mlp,shared_experts,3,model.layers.13.mlp.shared_experts.down_proj,aten._unsafe_view.default,[],decode,True
2025,mlp,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2010, 2024]",13,mlp,,1,model.layers.13.mlp,aten.add.Tensor,[],decode,False
2026,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1962, 2025]",13,,,0,model.layers.13,aten.add.Tensor,[],decode,False
2027,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2026],14,input_layernorm,,1,model.layers.14.input_layernorm,aten._to_copy.default,[],decode,True
2028,input_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2027],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False
2029,input_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[2028],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.mean.dim,[],decode,False
2030,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2029],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.add.Tensor,[],decode,False
2031,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2030],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.rsqrt.default,[],decode,False
2032,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[2027, 2031]",14,input_layernorm,,1,model.layers.14.input_layernorm,aten.mul.Tensor,[],decode,False
2033,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2032],14,input_layernorm,,1,model.layers.14.input_layernorm,aten._to_copy.default,[],decode,True
2034,input_layernorm,,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[2033],14,input_layernorm,,1,model.layers.14.input_layernorm,aten.mul.Tensor,[model.layers.14.input_layernorm.weight],decode,False
2035,self_attn,q_proj,,t,"[[n_h*(d_nope+d_rope), d_model]]","[n_h*(d_nope+d_rope), d_model]",0,"[[d_model, n_h*(d_nope+d_rope)]]",[],14,self_attn,q_proj,2,model.layers.14.self_attn.q_proj,aten.t.default,[model.layers.14.self_attn.q_proj.weight],decode,True
2036,self_attn,q_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2034],14,self_attn,q_proj,2,model.layers.14.self_attn.q_proj,aten.view.default,[],decode,True
2037,self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), d_model]",1,"[[B, n_h*(d_nope+d_rope)]]","[2035, 2036]",14,self_attn,q_proj,2,model.layers.14.self_attn.q_proj,aten.mm.default,[model.layers.14.self_attn.q_proj.weight],decode,False
2038,self_attn,q_proj,,_unsafe_view,"[[B, n_h*(d_nope+d_rope)]]",,,"[[B, 1, n_h*(d_nope+d_rope)]]",[2037],14,self_attn,q_proj,2,model.layers.14.self_attn.q_proj,aten._unsafe_view.default,[],decode,True
2039,self_attn,,,view,"[[B, 1, n_h*(d_nope+d_rope)]]",,,"[[B, 1, n_h, d_nope+d_rope]]",[2038],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2040,self_attn,,,transpose,"[[B, 1, n_h, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]",[2039],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True
2041,self_attn,,,split_with_sizes,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",[2040],14,self_attn,,1,model.layers.14.self_attn,aten.split_with_sizes.default,[],decode,True
2042,self_attn,kv_a_proj_with_mqa,,t,"[[c_kv+d_rope, d_model]]","[c_kv+d_rope, d_model]",0,"[[d_model, c_kv+d_rope]]",[],14,self_attn,kv_a_proj_with_mqa,2,model.layers.14.self_attn.kv_a_proj_with_mqa,aten.t.default,[model.layers.14.self_attn.kv_a_proj_with_mqa.weight],decode,True
2043,self_attn,kv_a_proj_with_mqa,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2034],14,self_attn,kv_a_proj_with_mqa,2,model.layers.14.self_attn.kv_a_proj_with_mqa,aten.view.default,[],decode,True
2044,self_attn,kv_a_proj_with_mqa,,matmul,"[[B, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[B, c_kv+d_rope]]","[2042, 2043]",14,self_attn,kv_a_proj_with_mqa,2,model.layers.14.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.14.self_attn.kv_a_proj_with_mqa.weight],decode,False
2045,self_attn,kv_a_proj_with_mqa,,_unsafe_view,"[[B, c_kv+d_rope]]",,,"[[B, 1, c_kv+d_rope]]",[2044],14,self_attn,kv_a_proj_with_mqa,2,model.layers.14.self_attn.kv_a_proj_with_mqa,aten._unsafe_view.default,[],decode,True
2046,self_attn,,,split_with_sizes,"[[B, 1, c_kv+d_rope]]",,,"[[B, 1, c_kv], [B, 1, d_rope]]",[2045],14,self_attn,,1,model.layers.14.self_attn,aten.split_with_sizes.default,[],decode,True
2047,self_attn,kv_a_layernorm,,_to_copy,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[2046],14,self_attn,kv_a_layernorm,2,model.layers.14.self_attn.kv_a_layernorm,aten._to_copy.default,[],decode,True
2048,self_attn,kv_a_layernorm,,pow,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[2047],14,self_attn,kv_a_layernorm,2,model.layers.14.self_attn.kv_a_layernorm,aten.pow.Tensor_Scalar,[],decode,False
2049,self_attn,kv_a_layernorm,,mean,"[[B, 1, c_kv]]",,,"[[B, 1, 1]]",[2048],14,self_attn,kv_a_layernorm,2,model.layers.14.self_attn.kv_a_layernorm,aten.mean.dim,[],decode,False
2050,self_attn,kv_a_layernorm,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2049],14,self_attn,kv_a_layernorm,2,model.layers.14.self_attn.kv_a_layernorm,aten.add.Tensor,[],decode,False
2051,self_attn,kv_a_layernorm,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2050],14,self_attn,kv_a_layernorm,2,model.layers.14.self_attn.kv_a_layernorm,aten.rsqrt.default,[],decode,False
2052,self_attn,kv_a_layernorm,,elementwise_mul,"[[B, 1, c_kv], [B, 1, 1]]",,,"[[B, 1, c_kv]]","[2047, 2051]",14,self_attn,kv_a_layernorm,2,model.layers.14.self_attn.kv_a_layernorm,aten.mul.Tensor,[],decode,False
2053,self_attn,kv_a_layernorm,,_to_copy,"[[B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[2052],14,self_attn,kv_a_layernorm,2,model.layers.14.self_attn.kv_a_layernorm,aten._to_copy.default,[],decode,True
2054,self_attn,kv_a_layernorm,,elementwise_mul,"[[c_kv], [B, 1, c_kv]]",,,"[[B, 1, c_kv]]",[2053],14,self_attn,kv_a_layernorm,2,model.layers.14.self_attn.kv_a_layernorm,aten.mul.Tensor,[model.layers.14.self_attn.kv_a_layernorm.weight],decode,False
2055,self_attn,kv_b_proj,,t,"[[n_h*(d_nope+d_v), c_kv]]","[n_h*(d_nope+d_v), c_kv]",0,"[[c_kv, n_h*(d_nope+d_v)]]",[],14,self_attn,kv_b_proj,2,model.layers.14.self_attn.kv_b_proj,aten.t.default,[model.layers.14.self_attn.kv_b_proj.weight],decode,True
2056,self_attn,kv_b_proj,,view,"[[B, 1, c_kv]]",,,"[[B, c_kv]]",[2054],14,self_attn,kv_b_proj,2,model.layers.14.self_attn.kv_b_proj,aten.view.default,[],decode,True
2057,self_attn,kv_b_proj,,matmul,"[[B, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[B, n_h*(d_nope+d_v)]]","[2055, 2056]",14,self_attn,kv_b_proj,2,model.layers.14.self_attn.kv_b_proj,aten.mm.default,[model.layers.14.self_attn.kv_b_proj.weight],decode,False
2058,self_attn,kv_b_proj,,_unsafe_view,"[[B, n_h*(d_nope+d_v)]]",,,"[[B, 1, n_h*(d_nope+d_v)]]",[2057],14,self_attn,kv_b_proj,2,model.layers.14.self_attn.kv_b_proj,aten._unsafe_view.default,[],decode,True
2059,self_attn,,,view,"[[B, 1, n_h*(d_nope+d_v)]]",,,"[[B, 1, n_h, d_nope+d_v]]",[2058],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2060,self_attn,,,transpose,"[[B, 1, n_h, d_nope+d_v]]",,,"[[B, n_h, 1, d_nope+d_v]]",[2059],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True
2061,self_attn,,,split_with_sizes,"[[B, n_h, 1, d_nope+d_v]]",,,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_v]]",[2060],14,self_attn,,1,model.layers.14.self_attn,aten.split_with_sizes.default,[],decode,True
2062,self_attn,,,view,"[[B, 1, d_rope]]",,,"[[B, 1, 1, d_rope]]",[2046],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2063,self_attn,,,_to_copy,"[[B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_rope]]",[2041],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True
2064,self_attn,,,view,"[[B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_rope/2, 2]]",[2063],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2065,self_attn,,,view_as_complex,"[[B, n_h, 1, d_rope/2, 2]]",,,"[[B, n_h, 1, d_rope/2]]",[2064],14,self_attn,,1,model.layers.14.self_attn,aten.view_as_complex.default,[],decode,True
2066,self_attn,,,_to_copy,"[[B, 1, 1, d_rope]]",,,"[[B, 1, 1, d_rope]]",[2062],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True
2067,self_attn,,,view,"[[B, 1, 1, d_rope]]",,,"[[B, 1, 1, d_rope/2, 2]]",[2066],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2068,self_attn,,,view_as_complex,"[[B, 1, 1, d_rope/2, 2]]",,,"[[B, 1, 1, d_rope/2]]",[2067],14,self_attn,,1,model.layers.14.self_attn,aten.view_as_complex.default,[],decode,True
2069,self_attn,,,unsqueeze,"[[B, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2]]",[37],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],decode,True
2070,self_attn,,,elementwise_mul,"[[B, n_h, 1, d_rope/2], [B, 1, 1, d_rope/2]]",,,"[[B, n_h, 1, d_rope/2]]","[2065, 2069]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],decode,False
2071,self_attn,,,view_as_real,"[[B, n_h, 1, d_rope/2]]",,,"[[B, n_h, 1, d_rope/2, 2]]",[2070],14,self_attn,,1,model.layers.14.self_attn,aten.view_as_real.default,[],decode,True
2072,self_attn,,,view,"[[B, n_h, 1, d_rope/2, 2]]",,,"[[B, n_h, 1, d_rope]]",[2071],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2073,self_attn,,,_to_copy,"[[B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_rope]]",[2072],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True
2074,self_attn,,,elementwise_mul,"[[B, 1, 1, d_rope/2], [B, 1, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2]]","[2068, 2069]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],decode,False
2075,self_attn,,,view_as_real,"[[B, 1, 1, d_rope/2]]",,,"[[B, 1, 1, d_rope/2, 2]]",[2074],14,self_attn,,1,model.layers.14.self_attn,aten.view_as_real.default,[],decode,True
2076,self_attn,,,view,"[[B, 1, 1, d_rope/2, 2]]",,,"[[B, 1, 1, d_rope]]",[2075],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2077,self_attn,,,_to_copy,"[[B, 1, 1, d_rope]]",,,"[[B, 1, 1, d_rope]]",[2076],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True
2078,self_attn,,,expand,"[[B, 1, 1, d_rope]]",,,"[[B, n_h, 1, d_rope]]",[2077],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True
2079,self_attn,,,concat,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]","[2041, 2073]",14,self_attn,,1,model.layers.14.self_attn,aten.cat.default,[],decode,False
2080,self_attn,,,concat,"[[B, n_h, 1, d_nope], [B, n_h, 1, d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]","[2061, 2078]",14,self_attn,,1,model.layers.14.self_attn,aten.cat.default,[],decode,False
2081,self_attn,,,concat,"[[B, n_h, T, d_nope+d_rope], [B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, T+1, d_nope+d_rope]]",[2080],14,self_attn,,1,model.layers.14.self_attn,aten.cat.default,[],decode,False
2082,self_attn,,,concat,"[[B, n_h, T, d_v], [B, n_h, 1, d_v]]",,,"[[B, n_h, T+1, d_v]]",[2061],14,self_attn,,1,model.layers.14.self_attn,aten.cat.default,[],decode,False
2083,self_attn,,,transpose,"[[B, n_h, T+1, d_nope+d_rope]]",,,"[[B, n_h, d_nope+d_rope, T+1]]",[2081],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True
2084,self_attn,,,expand,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[B, n_h, 1, d_nope+d_rope]]",[2079],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True
2085,self_attn,,,view,"[[B, n_h, 1, d_nope+d_rope]]",,,"[[n_h, B, d_nope+d_rope]]",[2084],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2086,self_attn,,,expand,"[[B, n_h, d_nope+d_rope, T+1]]",,,"[[B, n_h, d_nope+d_rope, T+1]]",[2083],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True
2087,self_attn,,,view,"[[B, n_h, d_nope+d_rope, T+1]]",,,"[[n_h, d_nope+d_rope, T+1]]",[2086],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2088,self_attn,,,batched_matmul,"[[n_h, B, d_nope+d_rope], [n_h, d_nope+d_rope, T+1]]",,,"[[n_h, B, T+1]]","[2085, 2087]",14,self_attn,,1,model.layers.14.self_attn,aten.bmm.default,[],decode,False
2089,self_attn,,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[2088],14,self_attn,,1,model.layers.14.self_attn,aten._unsafe_view.default,[],decode,True
2090,self_attn,,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2089],14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],decode,False
2091,self_attn,,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[22, 2090]",14,self_attn,,1,model.layers.14.self_attn,aten.add.Tensor,[],decode,False
2092,self_attn,,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2091],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True
2093,self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2092],14,self_attn,,1,model.layers.14.self_attn,aten._softmax.default,[],decode,False
2094,self_attn,,,_to_copy,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2093],14,self_attn,,1,model.layers.14.self_attn,aten._to_copy.default,[],decode,True
2095,self_attn,,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2094],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True
2096,self_attn,,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[2095],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2097,self_attn,,,expand,"[[B, n_h, T+1, d_v]]",,,"[[B, n_h, T+1, d_v]]",[2082],14,self_attn,,1,model.layers.14.self_attn,aten.expand.default,[],decode,True
2098,self_attn,,,view,"[[B, n_h, T+1, d_v]]",,,"[[n_h, T+1, d_v]]",[2097],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2099,self_attn,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_v]]",,,"[[n_h, B, d_v]]","[2096, 2098]",14,self_attn,,1,model.layers.14.self_attn,aten.bmm.default,[],decode,False
2100,self_attn,,,_unsafe_view,"[[n_h, B, d_v]]",,,"[[B, n_h, 1, d_v]]",[2099],14,self_attn,,1,model.layers.14.self_attn,aten._unsafe_view.default,[],decode,True
2101,self_attn,,,transpose,"[[B, n_h, 1, d_v]]",,,"[[B, 1, n_h, d_v]]",[2100],14,self_attn,,1,model.layers.14.self_attn,aten.transpose.int,[],decode,True
2102,self_attn,,,view,"[[B, 1, n_h, d_v]]",,,"[[B, 1, n_h*d_v]]",[2101],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],decode,True
2103,self_attn,o_proj,,t,"[[d_model, n_h*d_v]]","[d_model, n_h*d_v]",0,"[[n_h*d_v, d_model]]",[],14,self_attn,o_proj,2,model.layers.14.self_attn.o_proj,aten.t.default,[model.layers.14.self_attn.o_proj.weight],decode,True
2104,self_attn,o_proj,,view,"[[B, 1, n_h*d_v]]",,,"[[B, n_h*d_v]]",[2102],14,self_attn,o_proj,2,model.layers.14.self_attn.o_proj,aten.view.default,[],decode,True
2105,self_attn,o_proj,,matmul,"[[B, n_h*d_v], [n_h*d_v, d_model]]","[d_model, n_h*d_v]",1,"[[B, d_model]]","[2103, 2104]",14,self_attn,o_proj,2,model.layers.14.self_attn.o_proj,aten.mm.default,[model.layers.14.self_attn.o_proj.weight],decode,False
2106,self_attn,o_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2105],14,self_attn,o_proj,2,model.layers.14.self_attn.o_proj,aten._unsafe_view.default,[],decode,True
