op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
1269,attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[1268],24,attn,,1,transformer.h.24.attn,aten._unsafe_view.default,[],decode,True
1270,attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1269],24,attn,,1,transformer.h.24.attn,aten.mul.Tensor,[],decode,False
1271,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 1270]",24,attn,,1,transformer.h.24.attn,aten.add.Tensor,[],decode,False
1272,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1271],24,attn,,1,transformer.h.24.attn,aten._softmax.default,[],decode,False
1273,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1272],24,attn,,1,transformer.h.24.attn,aten.expand.default,[],decode,True
1274,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[1273],24,attn,,1,transformer.h.24.attn,aten.view.default,[],decode,True
1275,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1262],24,attn,,1,transformer.h.24.attn,aten.expand.default,[],decode,True
1276,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[1275],24,attn,,1,transformer.h.24.attn,aten.view.default,[],decode,True
1277,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[1274, 1276]",24,attn,,1,transformer.h.24.attn,aten.bmm.default,[],decode,False
1278,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[1277],24,attn,,1,transformer.h.24.attn,aten._unsafe_view.default,[],decode,True
1279,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[1278],24,attn,,1,transformer.h.24.attn,aten.transpose.int,[],decode,True
1280,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[1279],24,attn,,1,transformer.h.24.attn,aten.view.default,[],decode,True
1281,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[1280],24,attn,c_proj,2,transformer.h.24.attn.c_proj,aten.view.default,[],decode,True
1282,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[1281],24,attn,c_proj,2,transformer.h.24.attn.c_proj,aten.addmm.default,"[transformer.h.24.attn.c_proj.bias, transformer.h.24.attn.c_proj.weight]",decode,False
1283,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1282],24,attn,c_proj,2,transformer.h.24.attn.c_proj,aten.view.default,[],decode,True
1284,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1249, 1283]",24,,,0,transformer.h.24,aten.add.Tensor,[],decode,False
1285,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[1284],24,ln_2,,1,transformer.h.24.ln_2,aten.native_layer_norm.default,"[transformer.h.24.ln_2.bias, transformer.h.24.ln_2.weight]",decode,False
1286,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1285],24,mlp,c_fc,2,transformer.h.24.mlp.c_fc,aten.view.default,[],decode,True
1287,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[1286],24,mlp,c_fc,2,transformer.h.24.mlp.c_fc,aten.addmm.default,"[transformer.h.24.mlp.c_fc.bias, transformer.h.24.mlp.c_fc.weight]",decode,False
1288,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[1287],24,mlp,c_fc,2,transformer.h.24.mlp.c_fc,aten.view.default,[],decode,True
1289,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1288],24,mlp,act,2,transformer.h.24.mlp.act,aten.mul.Tensor,[],decode,False
1290,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1288],24,mlp,act,2,transformer.h.24.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
1291,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1290],24,mlp,act,2,transformer.h.24.mlp.act,aten.mul.Tensor,[],decode,False
1292,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[1288, 1291]",24,mlp,act,2,transformer.h.24.mlp.act,aten.add.Tensor,[],decode,False
1293,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1292],24,mlp,act,2,transformer.h.24.mlp.act,aten.mul.Tensor,[],decode,False
1294,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1293],24,mlp,act,2,transformer.h.24.mlp.act,aten.tanh.default,[],decode,False
1295,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1294],24,mlp,act,2,transformer.h.24.mlp.act,aten.add.Tensor,[],decode,False
1296,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[1289, 1295]",24,mlp,act,2,transformer.h.24.mlp.act,aten.mul.Tensor,[],decode,False
1297,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[1296],24,mlp,c_proj,2,transformer.h.24.mlp.c_proj,aten.view.default,[],decode,True
1298,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[1297],24,mlp,c_proj,2,transformer.h.24.mlp.c_proj,aten.addmm.default,"[transformer.h.24.mlp.c_proj.bias, transformer.h.24.mlp.c_proj.weight]",decode,False
1299,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1298],24,mlp,c_proj,2,transformer.h.24.mlp.c_proj,aten.view.default,[],decode,True
1300,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1284, 1299]",24,,,0,transformer.h.24,aten.add.Tensor,[],decode,False
1301,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[1300],25,ln_1,,1,transformer.h.25.ln_1,aten.native_layer_norm.default,"[transformer.h.25.ln_1.bias, transformer.h.25.ln_1.weight]",decode,False
1302,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1301],25,attn,c_attn,2,transformer.h.25.attn.c_attn,aten.view.default,[],decode,True
1303,attn,c_attn,linear,"[[(n_h+2*n_kv)*d_head], [B, d_model], [d_model, (n_h+2*n_kv)*d_head]]","[d_model, (n_h+2*n_kv)*d_head]",2,"[[B, (n_h+2*n_kv)*d_head]]",[1302],25,attn,c_attn,2,transformer.h.25.attn.c_attn,aten.addmm.default,"[transformer.h.25.attn.c_attn.bias, transformer.h.25.attn.c_attn.weight]",decode,False
1304,attn,c_attn,view,"[[B, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, (n_h+2*n_kv)*d_head]]",[1303],25,attn,c_attn,2,transformer.h.25.attn.c_attn,aten.view.default,[],decode,True
1305,attn,,split,"[[B, 1, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, n_h*d_head], [B, 1, n_h*d_head], [B, 1, n_h*d_head]]",[1304],25,attn,,1,transformer.h.25.attn,aten.split.Tensor,[],decode,True
1306,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[1305],25,attn,,1,transformer.h.25.attn,aten.view.default,[],decode,True
1307,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[1306],25,attn,,1,transformer.h.25.attn,aten.transpose.int,[],decode,True
1308,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[1305],25,attn,,1,transformer.h.25.attn,aten.view.default,[],decode,True
1309,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[1308],25,attn,,1,transformer.h.25.attn,aten.transpose.int,[],decode,True
1310,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[1305],25,attn,,1,transformer.h.25.attn,aten.view.default,[],decode,True
1311,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[1310],25,attn,,1,transformer.h.25.attn,aten.transpose.int,[],decode,True
1312,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1307],25,attn,,1,transformer.h.25.attn,aten.cat.default,[],decode,False
1313,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1309],25,attn,,1,transformer.h.25.attn,aten.cat.default,[],decode,False
1314,attn,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[1312],25,attn,,1,transformer.h.25.attn,aten.transpose.int,[],decode,True
1315,attn,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[1311],25,attn,,1,transformer.h.25.attn,aten.expand.default,[],decode,True
1316,attn,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[1315],25,attn,,1,transformer.h.25.attn,aten.view.default,[],decode,True
1317,attn,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[1314],25,attn,,1,transformer.h.25.attn,aten.expand.default,[],decode,True
1318,attn,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[1317],25,attn,,1,transformer.h.25.attn,aten.view.default,[],decode,True
1319,attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[1316, 1318]",25,attn,,1,transformer.h.25.attn,aten.bmm.default,[],decode,False
1320,attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[1319],25,attn,,1,transformer.h.25.attn,aten._unsafe_view.default,[],decode,True
1321,attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1320],25,attn,,1,transformer.h.25.attn,aten.mul.Tensor,[],decode,False
1322,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 1321]",25,attn,,1,transformer.h.25.attn,aten.add.Tensor,[],decode,False
1323,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1322],25,attn,,1,transformer.h.25.attn,aten._softmax.default,[],decode,False
1324,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1323],25,attn,,1,transformer.h.25.attn,aten.expand.default,[],decode,True
1325,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[1324],25,attn,,1,transformer.h.25.attn,aten.view.default,[],decode,True
1326,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1313],25,attn,,1,transformer.h.25.attn,aten.expand.default,[],decode,True
1327,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[1326],25,attn,,1,transformer.h.25.attn,aten.view.default,[],decode,True
1328,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[1325, 1327]",25,attn,,1,transformer.h.25.attn,aten.bmm.default,[],decode,False
1329,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[1328],25,attn,,1,transformer.h.25.attn,aten._unsafe_view.default,[],decode,True
1330,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[1329],25,attn,,1,transformer.h.25.attn,aten.transpose.int,[],decode,True
1331,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[1330],25,attn,,1,transformer.h.25.attn,aten.view.default,[],decode,True
1332,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[1331],25,attn,c_proj,2,transformer.h.25.attn.c_proj,aten.view.default,[],decode,True
1333,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[1332],25,attn,c_proj,2,transformer.h.25.attn.c_proj,aten.addmm.default,"[transformer.h.25.attn.c_proj.bias, transformer.h.25.attn.c_proj.weight]",decode,False
1334,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1333],25,attn,c_proj,2,transformer.h.25.attn.c_proj,aten.view.default,[],decode,True
1335,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1300, 1334]",25,,,0,transformer.h.25,aten.add.Tensor,[],decode,False
1336,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[1335],25,ln_2,,1,transformer.h.25.ln_2,aten.native_layer_norm.default,"[transformer.h.25.ln_2.bias, transformer.h.25.ln_2.weight]",decode,False
1337,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1336],25,mlp,c_fc,2,transformer.h.25.mlp.c_fc,aten.view.default,[],decode,True
1338,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[1337],25,mlp,c_fc,2,transformer.h.25.mlp.c_fc,aten.addmm.default,"[transformer.h.25.mlp.c_fc.bias, transformer.h.25.mlp.c_fc.weight]",decode,False
1339,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[1338],25,mlp,c_fc,2,transformer.h.25.mlp.c_fc,aten.view.default,[],decode,True
1340,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1339],25,mlp,act,2,transformer.h.25.mlp.act,aten.mul.Tensor,[],decode,False
1341,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1339],25,mlp,act,2,transformer.h.25.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
1342,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1341],25,mlp,act,2,transformer.h.25.mlp.act,aten.mul.Tensor,[],decode,False
1343,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[1339, 1342]",25,mlp,act,2,transformer.h.25.mlp.act,aten.add.Tensor,[],decode,False
1344,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1343],25,mlp,act,2,transformer.h.25.mlp.act,aten.mul.Tensor,[],decode,False
1345,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1344],25,mlp,act,2,transformer.h.25.mlp.act,aten.tanh.default,[],decode,False
1346,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1345],25,mlp,act,2,transformer.h.25.mlp.act,aten.add.Tensor,[],decode,False
1347,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[1340, 1346]",25,mlp,act,2,transformer.h.25.mlp.act,aten.mul.Tensor,[],decode,False
1348,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[1347],25,mlp,c_proj,2,transformer.h.25.mlp.c_proj,aten.view.default,[],decode,True
1349,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[1348],25,mlp,c_proj,2,transformer.h.25.mlp.c_proj,aten.addmm.default,"[transformer.h.25.mlp.c_proj.bias, transformer.h.25.mlp.c_proj.weight]",decode,False
1350,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1349],25,mlp,c_proj,2,transformer.h.25.mlp.c_proj,aten.view.default,[],decode,True
1351,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1335, 1350]",25,,,0,transformer.h.25,aten.add.Tensor,[],decode,False
1352,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[1351],26,ln_1,,1,transformer.h.26.ln_1,aten.native_layer_norm.default,"[transformer.h.26.ln_1.bias, transformer.h.26.ln_1.weight]",decode,False
1353,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1352],26,attn,c_attn,2,transformer.h.26.attn.c_attn,aten.view.default,[],decode,True
1354,attn,c_attn,linear,"[[(n_h+2*n_kv)*d_head], [B, d_model], [d_model, (n_h+2*n_kv)*d_head]]","[d_model, (n_h+2*n_kv)*d_head]",2,"[[B, (n_h+2*n_kv)*d_head]]",[1353],26,attn,c_attn,2,transformer.h.26.attn.c_attn,aten.addmm.default,"[transformer.h.26.attn.c_attn.bias, transformer.h.26.attn.c_attn.weight]",decode,False
1355,attn,c_attn,view,"[[B, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, (n_h+2*n_kv)*d_head]]",[1354],26,attn,c_attn,2,transformer.h.26.attn.c_attn,aten.view.default,[],decode,True
1356,attn,,split,"[[B, 1, (n_h+2*n_kv)*d_head]]",,,"[[B, 1, n_h*d_head], [B, 1, n_h*d_head], [B, 1, n_h*d_head]]",[1355],26,attn,,1,transformer.h.26.attn,aten.split.Tensor,[],decode,True
1357,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[1356],26,attn,,1,transformer.h.26.attn,aten.view.default,[],decode,True
1358,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[1357],26,attn,,1,transformer.h.26.attn,aten.transpose.int,[],decode,True
1359,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[1356],26,attn,,1,transformer.h.26.attn,aten.view.default,[],decode,True
1360,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[1359],26,attn,,1,transformer.h.26.attn,aten.transpose.int,[],decode,True
1361,attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[1356],26,attn,,1,transformer.h.26.attn,aten.view.default,[],decode,True
1362,attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[1361],26,attn,,1,transformer.h.26.attn,aten.transpose.int,[],decode,True
1363,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1358],26,attn,,1,transformer.h.26.attn,aten.cat.default,[],decode,False
1364,attn,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1360],26,attn,,1,transformer.h.26.attn,aten.cat.default,[],decode,False
1365,attn,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[1363],26,attn,,1,transformer.h.26.attn,aten.transpose.int,[],decode,True
1366,attn,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[1362],26,attn,,1,transformer.h.26.attn,aten.expand.default,[],decode,True
1367,attn,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[1366],26,attn,,1,transformer.h.26.attn,aten.view.default,[],decode,True
1368,attn,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[1365],26,attn,,1,transformer.h.26.attn,aten.expand.default,[],decode,True
1369,attn,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[1368],26,attn,,1,transformer.h.26.attn,aten.view.default,[],decode,True
1370,attn,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[1367, 1369]",26,attn,,1,transformer.h.26.attn,aten.bmm.default,[],decode,False
1371,attn,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[1370],26,attn,,1,transformer.h.26.attn,aten._unsafe_view.default,[],decode,True
1372,attn,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1371],26,attn,,1,transformer.h.26.attn,aten.mul.Tensor,[],decode,False
1373,attn,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[25, 1372]",26,attn,,1,transformer.h.26.attn,aten.add.Tensor,[],decode,False
1374,attn,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1373],26,attn,,1,transformer.h.26.attn,aten._softmax.default,[],decode,False
1375,attn,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[1374],26,attn,,1,transformer.h.26.attn,aten.expand.default,[],decode,True
1376,attn,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[1375],26,attn,,1,transformer.h.26.attn,aten.view.default,[],decode,True
1377,attn,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[1364],26,attn,,1,transformer.h.26.attn,aten.expand.default,[],decode,True
1378,attn,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[1377],26,attn,,1,transformer.h.26.attn,aten.view.default,[],decode,True
1379,attn,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[1376, 1378]",26,attn,,1,transformer.h.26.attn,aten.bmm.default,[],decode,False
1380,attn,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[1379],26,attn,,1,transformer.h.26.attn,aten._unsafe_view.default,[],decode,True
1381,attn,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[1380],26,attn,,1,transformer.h.26.attn,aten.transpose.int,[],decode,True
1382,attn,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[1381],26,attn,,1,transformer.h.26.attn,aten.view.default,[],decode,True
1383,attn,c_proj,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[1382],26,attn,c_proj,2,transformer.h.26.attn.c_proj,aten.view.default,[],decode,True
1384,attn,c_proj,linear,"[[n_h*d_head], [B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",2,"[[B, d_model]]",[1383],26,attn,c_proj,2,transformer.h.26.attn.c_proj,aten.addmm.default,"[transformer.h.26.attn.c_proj.bias, transformer.h.26.attn.c_proj.weight]",decode,False
1385,attn,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1384],26,attn,c_proj,2,transformer.h.26.attn.c_proj,aten.view.default,[],decode,True
1386,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1351, 1385]",26,,,0,transformer.h.26,aten.add.Tensor,[],decode,False
1387,ln_2,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[1386],26,ln_2,,1,transformer.h.26.ln_2,aten.native_layer_norm.default,"[transformer.h.26.ln_2.bias, transformer.h.26.ln_2.weight]",decode,False
1388,mlp,c_fc,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1387],26,mlp,c_fc,2,transformer.h.26.mlp.c_fc,aten.view.default,[],decode,True
1389,mlp,c_fc,linear,"[[d_ff], [B, d_model], [d_model, d_ff]]","[d_model, d_ff]",2,"[[B, d_ff]]",[1388],26,mlp,c_fc,2,transformer.h.26.mlp.c_fc,aten.addmm.default,"[transformer.h.26.mlp.c_fc.bias, transformer.h.26.mlp.c_fc.weight]",decode,False
1390,mlp,c_fc,view,"[[B, d_ff]]",,,"[[B, 1, d_ff]]",[1389],26,mlp,c_fc,2,transformer.h.26.mlp.c_fc,aten.view.default,[],decode,True
1391,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1390],26,mlp,act,2,transformer.h.26.mlp.act,aten.mul.Tensor,[],decode,False
1392,mlp,act,pow,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1390],26,mlp,act,2,transformer.h.26.mlp.act,aten.pow.Tensor_Scalar,[],decode,False
1393,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1392],26,mlp,act,2,transformer.h.26.mlp.act,aten.mul.Tensor,[],decode,False
1394,mlp,act,elementwise_add,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[1390, 1393]",26,mlp,act,2,transformer.h.26.mlp.act,aten.add.Tensor,[],decode,False
1395,mlp,act,elementwise_mul,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1394],26,mlp,act,2,transformer.h.26.mlp.act,aten.mul.Tensor,[],decode,False
1396,mlp,act,tanh,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1395],26,mlp,act,2,transformer.h.26.mlp.act,aten.tanh.default,[],decode,False
1397,mlp,act,elementwise_add,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[1396],26,mlp,act,2,transformer.h.26.mlp.act,aten.add.Tensor,[],decode,False
1398,mlp,act,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[1391, 1397]",26,mlp,act,2,transformer.h.26.mlp.act,aten.mul.Tensor,[],decode,False
1399,mlp,c_proj,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[1398],26,mlp,c_proj,2,transformer.h.26.mlp.c_proj,aten.view.default,[],decode,True
1400,mlp,c_proj,linear,"[[d_model], [B, d_ff], [d_ff, d_model]]","[d_ff, d_model]",2,"[[B, d_model]]",[1399],26,mlp,c_proj,2,transformer.h.26.mlp.c_proj,aten.addmm.default,"[transformer.h.26.mlp.c_proj.bias, transformer.h.26.mlp.c_proj.weight]",decode,False
1401,mlp,c_proj,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[1400],26,mlp,c_proj,2,transformer.h.26.mlp.c_proj,aten.view.default,[],decode,True
1402,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[1386, 1401]",26,,,0,transformer.h.26,aten.add.Tensor,[],decode,False
1403,ln_1,,layernorm,"[[B, 1, d_model], [d_model], [d_model]]",,,"[[B, 1, d_model], [B, 1, 1], [B, 1, 1]]",[1402],27,ln_1,,1,transformer.h.27.ln_1,aten.native_layer_norm.default,"[transformer.h.27.ln_1.bias, transformer.h.27.ln_1.weight]",decode,False
1404,attn,c_attn,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[1403],27,attn,c_attn,2,transformer.h.27.attn.c_attn,aten.view.default,[],decode,True
