op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
2785,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2784],25,input_layernorm,,1,model.layers.25.input_layernorm,aten.add.Tensor,[],decode,False,
2786,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2785],25,input_layernorm,,1,model.layers.25.input_layernorm,aten.rsqrt.default,[],decode,False,
2787,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[2782, 2786]",25,input_layernorm,,1,model.layers.25.input_layernorm,aten.mul.Tensor,[],decode,False,
2788,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2787],25,input_layernorm,,1,model.layers.25.input_layernorm,aten._to_copy.default,[],decode,True,
2789,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [d_model]]",,,"[[B, 1, d_model]]",[2788],25,input_layernorm,,1,model.layers.25.input_layernorm,aten.mul.Tensor,[model.layers.25.input_layernorm.weight],decode,False,
2790,self_attn,q_proj,,t,"[[n_h*d_head, d_model]]","[n_h*d_head, d_model]",0,"[[d_model, n_h*d_head]]",[],25,self_attn,q_proj,2,model.layers.25.self_attn.q_proj,aten.t.default,[model.layers.25.self_attn.q_proj.weight],decode,True,
2791,self_attn,q_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2789],25,self_attn,q_proj,2,model.layers.25.self_attn.q_proj,aten.view.default,[],decode,True,
2792,self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B, n_h*d_head]]","[2790, 2791]",25,self_attn,q_proj,2,model.layers.25.self_attn.q_proj,aten.mm.default,[model.layers.25.self_attn.q_proj.weight],decode,False,
2793,self_attn,q_proj,,_unsafe_view,"[[B, n_h*d_head]]",,,"[[B, 1, n_h*d_head]]",[2792],25,self_attn,q_proj,2,model.layers.25.self_attn.q_proj,aten._unsafe_view.default,[],decode,True,
2794,self_attn,,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[2793],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2795,self_attn,k_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],25,self_attn,k_proj,2,model.layers.25.self_attn.k_proj,aten.t.default,[model.layers.25.self_attn.k_proj.weight],decode,True,
2796,self_attn,k_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2789],25,self_attn,k_proj,2,model.layers.25.self_attn.k_proj,aten.view.default,[],decode,True,
2797,self_attn,k_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[2795, 2796]",25,self_attn,k_proj,2,model.layers.25.self_attn.k_proj,aten.mm.default,[model.layers.25.self_attn.k_proj.weight],decode,False,
2798,self_attn,k_proj,,_unsafe_view,"[[B, n_kv*d_head]]",,,"[[B, 1, n_kv*d_head]]",[2797],25,self_attn,k_proj,2,model.layers.25.self_attn.k_proj,aten._unsafe_view.default,[],decode,True,
2799,self_attn,,,view,"[[B, 1, n_kv*d_head]]",,,"[[B, 1, n_kv, d_head]]",[2798],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2800,self_attn,v_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],25,self_attn,v_proj,2,model.layers.25.self_attn.v_proj,aten.t.default,[model.layers.25.self_attn.v_proj.weight],decode,True,
2801,self_attn,v_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2789],25,self_attn,v_proj,2,model.layers.25.self_attn.v_proj,aten.view.default,[],decode,True,
2802,self_attn,v_proj,,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[2800, 2801]",25,self_attn,v_proj,2,model.layers.25.self_attn.v_proj,aten.mm.default,[model.layers.25.self_attn.v_proj.weight],decode,False,
2803,self_attn,v_proj,,_unsafe_view,"[[B, n_kv*d_head]]",,,"[[B, 1, n_kv*d_head]]",[2802],25,self_attn,v_proj,2,model.layers.25.self_attn.v_proj,aten._unsafe_view.default,[],decode,True,
2804,self_attn,,,view,"[[B, 1, n_kv*d_head]]",,,"[[B, 1, n_kv, d_head]]",[2803],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2805,self_attn,,,transpose,"[[B, 1, n_kv, d_head]]",,,"[[B, n_kv, 1, d_head]]",[2804],25,self_attn,,1,model.layers.25.self_attn,aten.transpose.int,[],decode,True,
2806,self_attn,,,_to_copy,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[2794],25,self_attn,,1,model.layers.25.self_attn,aten._to_copy.default,[],decode,True,
2807,self_attn,,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head/2, 2]]",[2806],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2808,self_attn,,,view_as_complex,"[[B, 1, n_h, d_head/2, 2]]",,,"[[B, 1, n_h, d_head/2]]",[2807],25,self_attn,,1,model.layers.25.self_attn,aten.view_as_complex.default,[],decode,True,
2809,self_attn,,,_to_copy,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[2799],25,self_attn,,1,model.layers.25.self_attn,aten._to_copy.default,[],decode,True,
2810,self_attn,,,view,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head/2, 2]]",[2809],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2811,self_attn,,,view_as_complex,"[[B, 1, n_kv, d_head/2, 2]]",,,"[[B, 1, n_kv, d_head/2]]",[2810],25,self_attn,,1,model.layers.25.self_attn,aten.view_as_complex.default,[],decode,True,
2812,self_attn,,,unsqueeze,"[[B, 1, d_head/2]]",,,"[[B, 1, 1, d_head/2]]",[70],25,self_attn,,1,model.layers.25.self_attn,aten.unsqueeze.default,[],decode,True,
2813,self_attn,,,elementwise_mul,"[[B, 1, n_h, d_head/2], [B, 1, 1, d_head/2]]",,,"[[B, 1, n_h, d_head/2]]","[2808, 2812]",25,self_attn,,1,model.layers.25.self_attn,aten.mul.Tensor,[],decode,False,
2814,self_attn,,,view_as_real,"[[B, 1, n_h, d_head/2]]",,,"[[B, 1, n_h, d_head/2, 2]]",[2813],25,self_attn,,1,model.layers.25.self_attn,aten.view_as_real.default,[],decode,True,
2815,self_attn,,,view,"[[B, 1, n_h, d_head/2, 2]]",,,"[[B, 1, n_h, d_head]]",[2814],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2816,self_attn,,,unsqueeze,"[[B, 1, d_head/2]]",,,"[[B, 1, 1, d_head/2]]",[70],25,self_attn,,1,model.layers.25.self_attn,aten.unsqueeze.default,[],decode,True,
2817,self_attn,,,elementwise_mul,"[[B, 1, n_kv, d_head/2], [B, 1, 1, d_head/2]]",,,"[[B, 1, n_kv, d_head/2]]","[2811, 2816]",25,self_attn,,1,model.layers.25.self_attn,aten.mul.Tensor,[],decode,False,
2818,self_attn,,,view_as_real,"[[B, 1, n_kv, d_head/2]]",,,"[[B, 1, n_kv, d_head/2, 2]]",[2817],25,self_attn,,1,model.layers.25.self_attn,aten.view_as_real.default,[],decode,True,
2819,self_attn,,,view,"[[B, 1, n_kv, d_head/2, 2]]",,,"[[B, 1, n_kv, d_head]]",[2818],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2820,self_attn,,,_to_copy,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h, d_head]]",[2815],25,self_attn,,1,model.layers.25.self_attn,aten._to_copy.default,[],decode,True,
2821,self_attn,,,_to_copy,"[[B, 1, n_kv, d_head]]",,,"[[B, 1, n_kv, d_head]]",[2819],25,self_attn,,1,model.layers.25.self_attn,aten._to_copy.default,[],decode,True,
2822,self_attn,,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[2820],25,self_attn,,1,model.layers.25.self_attn,aten.transpose.int,[],decode,True,
2823,self_attn,,,transpose,"[[B, 1, n_kv, d_head]]",,,"[[B, n_kv, 1, d_head]]",[2821],25,self_attn,,1,model.layers.25.self_attn,aten.transpose.int,[],decode,True,
2824,self_attn,,,concat,"[[B, n_kv, T, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[2823],25,self_attn,,1,model.layers.25.self_attn,aten.cat.default,[],decode,False,
2825,self_attn,,,concat,"[[B, n_kv, T, d_head], [B, n_kv, 1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[2805],25,self_attn,,1,model.layers.25.self_attn,aten.cat.default,[],decode,False,
2826,self_attn,,,slice,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[2824],25,self_attn,,1,model.layers.25.self_attn,aten.slice.Tensor,[],decode,True,
2827,self_attn,,,slice,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, T+1, d_head]]",[2825],25,self_attn,,1,model.layers.25.self_attn,aten.slice.Tensor,[],decode,True,
2828,self_attn,,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[2824],25,self_attn,,1,model.layers.25.self_attn,aten.unsqueeze.default,[],decode,True,
2829,self_attn,,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[2828],25,self_attn,,1,model.layers.25.self_attn,aten.expand.default,[],decode,True,
2830,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[2829],25,self_attn,,1,model.layers.25.self_attn,aten.clone.default,[],decode,True,
2831,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2830],25,self_attn,,1,model.layers.25.self_attn,aten._unsafe_view.default,[],decode,True,
2832,self_attn,,,unsqueeze,"[[B, n_kv, T+1, d_head]]",,,"[[B, n_kv, 1, T+1, d_head]]",[2825],25,self_attn,,1,model.layers.25.self_attn,aten.unsqueeze.default,[],decode,True,
2833,self_attn,,,expand,"[[B, n_kv, 1, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[2832],25,self_attn,,1,model.layers.25.self_attn,aten.expand.default,[],decode,True,
2834,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",[2833],25,self_attn,,1,model.layers.25.self_attn,aten.clone.default,[],decode,True,
2835,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2834],25,self_attn,,1,model.layers.25.self_attn,aten._unsafe_view.default,[],decode,True,
2836,self_attn,,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[2831],25,self_attn,,1,model.layers.25.self_attn,aten.transpose.int,[],decode,True,
2837,self_attn,,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[2822],25,self_attn,,1,model.layers.25.self_attn,aten.expand.default,[],decode,True,
2838,self_attn,,,view,"[[B, n_h, 1, d_head]]",,,"[[B*n_h, 1, d_head]]",[2837],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2839,self_attn,,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[2836],25,self_attn,,1,model.layers.25.self_attn,aten.expand.default,[],decode,True,
2840,self_attn,,,view,"[[B, n_h, d_head, T+1]]",,,"[[B*n_h, d_head, T+1]]",[2839],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2841,self_attn,,,batched_matmul,"[[B*n_h, 1, d_head], [B*n_h, d_head, T+1]]",,,"[[B*n_h, 1, T+1]]","[2838, 2840]",25,self_attn,,1,model.layers.25.self_attn,aten.bmm.default,[],decode,False,
2842,self_attn,,,_unsafe_view,"[[B*n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2841],25,self_attn,,1,model.layers.25.self_attn,aten._unsafe_view.default,[],decode,True,
2843,self_attn,,,elementwise_mul,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2842],25,self_attn,,1,model.layers.25.self_attn,aten.mul.Tensor,[],decode,False,
2844,self_attn,,,elementwise_add,"[[B, n_h, 1, T+1], [B, 1, 1, T+1]]",,,"[[B, n_h, 1, T+1]]","[55, 2843]",25,self_attn,,1,model.layers.25.self_attn,aten.add.Tensor,[],decode,False,
2845,self_attn,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2844],25,self_attn,,1,model.layers.25.self_attn,aten._softmax.default,[],decode,False,
2846,self_attn,,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[2845],25,self_attn,,1,model.layers.25.self_attn,aten.expand.default,[],decode,True,
2847,self_attn,,,view,"[[B, n_h, 1, T+1]]",,,"[[B*n_h, 1, T+1]]",[2846],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2848,self_attn,,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[2835],25,self_attn,,1,model.layers.25.self_attn,aten.expand.default,[],decode,True,
2849,self_attn,,,view,"[[B, n_h, T+1, d_head]]",,,"[[B*n_h, T+1, d_head]]",[2848],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2850,self_attn,,,batched_matmul,"[[B*n_h, 1, T+1], [B*n_h, T+1, d_head]]",,,"[[B*n_h, 1, d_head]]","[2847, 2849]",25,self_attn,,1,model.layers.25.self_attn,aten.bmm.default,[],decode,False,
2851,self_attn,,,_unsafe_view,"[[B*n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[2850],25,self_attn,,1,model.layers.25.self_attn,aten._unsafe_view.default,[],decode,True,
2852,self_attn,,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[2851],25,self_attn,,1,model.layers.25.self_attn,aten.transpose.int,[],decode,True,
2853,self_attn,,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, n_h*d_head]]",[2852],25,self_attn,,1,model.layers.25.self_attn,aten.view.default,[],decode,True,
2854,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],25,self_attn,o_proj,2,model.layers.25.self_attn.o_proj,aten.t.default,[model.layers.25.self_attn.o_proj.weight],decode,True,
2855,self_attn,o_proj,,view,"[[B, 1, n_h*d_head]]",,,"[[B, n_h*d_head]]",[2853],25,self_attn,o_proj,2,model.layers.25.self_attn.o_proj,aten.view.default,[],decode,True,
2856,self_attn,o_proj,,matmul,"[[B, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B, d_model]]","[2854, 2855]",25,self_attn,o_proj,2,model.layers.25.self_attn.o_proj,aten.mm.default,[model.layers.25.self_attn.o_proj.weight],decode,False,
2857,self_attn,o_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2856],25,self_attn,o_proj,2,model.layers.25.self_attn.o_proj,aten._unsafe_view.default,[],decode,True,
2858,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2781, 2857]",25,,,0,model.layers.25,aten.add.Tensor,[],decode,False,
2859,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2858],25,post_attention_layernorm,,1,model.layers.25.post_attention_layernorm,aten._to_copy.default,[],decode,True,
2860,post_attention_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2859],25,post_attention_layernorm,,1,model.layers.25.post_attention_layernorm,aten.pow.Tensor_Scalar,[],decode,False,
2861,post_attention_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[2860],25,post_attention_layernorm,,1,model.layers.25.post_attention_layernorm,aten.mean.dim,[],decode,False,
2862,post_attention_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2861],25,post_attention_layernorm,,1,model.layers.25.post_attention_layernorm,aten.add.Tensor,[],decode,False,
2863,post_attention_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2862],25,post_attention_layernorm,,1,model.layers.25.post_attention_layernorm,aten.rsqrt.default,[],decode,False,
2864,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[2859, 2863]",25,post_attention_layernorm,,1,model.layers.25.post_attention_layernorm,aten.mul.Tensor,[],decode,False,
2865,post_attention_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2864],25,post_attention_layernorm,,1,model.layers.25.post_attention_layernorm,aten._to_copy.default,[],decode,True,
2866,post_attention_layernorm,,,elementwise_mul,"[[B, 1, d_model], [d_model]]",,,"[[B, 1, d_model]]",[2865],25,post_attention_layernorm,,1,model.layers.25.post_attention_layernorm,aten.mul.Tensor,[model.layers.25.post_attention_layernorm.weight],decode,False,
2867,feed_forward,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2866],25,feed_forward,,1,model.layers.25.feed_forward,aten.view.default,[],decode,True,
2868,feed_forward,router,,t,"[[E, d_model]]","[E, d_model]",0,"[[d_model, E]]",[],25,feed_forward,router,2,model.layers.25.feed_forward.router,aten.t.default,[model.layers.25.feed_forward.router.weight],decode,True,
2869,feed_forward,router,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]","[2867, 2868]",25,feed_forward,router,2,model.layers.25.feed_forward.router,aten.mm.default,[model.layers.25.feed_forward.router.weight],decode,False,
2870,feed_forward,router,,topk,"[[B, E]]",,,"[[B, 1], [B, 1]]",[2869],25,feed_forward,router,2,model.layers.25.feed_forward.router,aten.topk.default,[],decode,False,
2871,feed_forward,router,,full_like,"[[B, E]]",,,"[[B, E]]",[2869],25,feed_forward,router,2,model.layers.25.feed_forward.router,aten.full_like.default,[],decode,True,
2872,feed_forward,router,,scatter_,"[[B, E], [B, 1], [B, 1]]",,,"[[B, E]]","[2870, 2871]",25,feed_forward,router,2,model.layers.25.feed_forward.router,aten.scatter_.src,[],decode,True,
2873,feed_forward,router,,_to_copy,"[[B, E]]",,,"[[B, E]]",[2872],25,feed_forward,router,2,model.layers.25.feed_forward.router,aten._to_copy.default,[],decode,True,
2874,feed_forward,router,,sigmoid,"[[B, E]]",,,"[[B, E]]",[2873],25,feed_forward,router,2,model.layers.25.feed_forward.router,aten.sigmoid.default,[],decode,False,
2875,feed_forward,router,,_to_copy,"[[B, E]]",,,"[[B, E]]",[2874],25,feed_forward,router,2,model.layers.25.feed_forward.router,aten._to_copy.default,[],decode,True,
2876,feed_forward,,,repeat,"[[B, d_model]]",,,"[[B*E, d_model]]",[2867],25,feed_forward,,1,model.layers.25.feed_forward,aten.repeat.default,[],decode,True,
2877,feed_forward,,,transpose,"[[B, E]]",,,"[[E, B]]",[2875],25,feed_forward,,1,model.layers.25.feed_forward,aten.transpose.int,[],decode,True,
2878,feed_forward,,,clone,"[[E, B]]",,,"[[E, B]]",[2877],25,feed_forward,,1,model.layers.25.feed_forward,aten.clone.default,[],decode,True,
2879,feed_forward,,,_unsafe_view,"[[E, B]]",,,"[[B*E, 1]]",[2878],25,feed_forward,,1,model.layers.25.feed_forward,aten._unsafe_view.default,[],decode,True,
2880,feed_forward,,,elementwise_mul,"[[B*E, d_model], [B*E, 1]]",,,"[[B*E, d_model]]","[2876, 2879]",25,feed_forward,,1,model.layers.25.feed_forward,aten.mul.Tensor,[],decode,False,
2881,feed_forward,experts,,view,"[[B*E, d_model]]",,,"[[E, B, d_model]]",[2880],25,feed_forward,experts,2,model.layers.25.feed_forward.experts,aten.view.default,[],decode,True,
2882,feed_forward,experts,,batched_matmul,"[[E, B, d_model], [E, d_model, 2*d_moe]]","[E, d_model, 2*d_moe]",1,"[[E, B, 2*d_moe]]",[2881],25,feed_forward,experts,2,model.layers.25.feed_forward.experts,aten.bmm.default,[model.layers.25.feed_forward.experts.gate_up_proj],decode,False,
2883,feed_forward,experts,,split,"[[E, B, 2*d_moe]]",,,"[[E, B, d_moe], [E, B, d_moe]]",[2882],25,feed_forward,experts,2,model.layers.25.feed_forward.experts,aten.split.Tensor,[],decode,True,
2884,feed_forward,experts,act_fn,silu,"[[E, B, d_moe]]",,,"[[E, B, d_moe]]",[2883],25,feed_forward,experts,3,model.layers.25.feed_forward.experts.act_fn,aten.silu.default,[],decode,False,
2885,feed_forward,experts,,elementwise_mul,"[[E, B, d_moe], [E, B, d_moe]]",,,"[[E, B, d_moe]]","[2883, 2884]",25,feed_forward,experts,2,model.layers.25.feed_forward.experts,aten.mul.Tensor,[],decode,False,
2886,feed_forward,experts,,batched_matmul,"[[E, B, d_moe], [E, d_moe, d_model]]","[E, d_moe, d_model]",1,"[[E, B, d_model]]",[2885],25,feed_forward,experts,2,model.layers.25.feed_forward.experts,aten.bmm.default,[model.layers.25.feed_forward.experts.down_proj],decode,False,
2887,feed_forward,experts,,view,"[[E, B, d_model]]",,,"[[B*E, d_model]]",[2886],25,feed_forward,experts,2,model.layers.25.feed_forward.experts,aten.view.default,[],decode,True,
2888,feed_forward,shared_expert,gate_proj,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],25,feed_forward,shared_expert,3,model.layers.25.feed_forward.shared_expert.gate_proj,aten.t.default,[model.layers.25.feed_forward.shared_expert.gate_proj.weight],decode,True,
2889,feed_forward,shared_expert,gate_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]","[2867, 2888]",25,feed_forward,shared_expert,3,model.layers.25.feed_forward.shared_expert.gate_proj,aten.mm.default,[model.layers.25.feed_forward.shared_expert.gate_proj.weight],decode,False,
2890,feed_forward,shared_expert,activation_fn,silu,"[[B, d_moe]]",,,"[[B, d_moe]]",[2889],25,feed_forward,shared_expert,3,model.layers.25.feed_forward.shared_expert.activation_fn,aten.silu.default,[],decode,False,
2891,feed_forward,shared_expert,up_proj,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],25,feed_forward,shared_expert,3,model.layers.25.feed_forward.shared_expert.up_proj,aten.t.default,[model.layers.25.feed_forward.shared_expert.up_proj.weight],decode,True,
2892,feed_forward,shared_expert,up_proj,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]","[2867, 2891]",25,feed_forward,shared_expert,3,model.layers.25.feed_forward.shared_expert.up_proj,aten.mm.default,[model.layers.25.feed_forward.shared_expert.up_proj.weight],decode,False,
2893,feed_forward,shared_expert,,elementwise_mul,"[[B, d_moe], [B, d_moe]]",,,"[[B, d_moe]]","[2890, 2892]",25,feed_forward,shared_expert,2,model.layers.25.feed_forward.shared_expert,aten.mul.Tensor,[],decode,False,
2894,feed_forward,shared_expert,down_proj,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],25,feed_forward,shared_expert,3,model.layers.25.feed_forward.shared_expert.down_proj,aten.t.default,[model.layers.25.feed_forward.shared_expert.down_proj.weight],decode,True,
2895,feed_forward,shared_expert,down_proj,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]","[2893, 2894]",25,feed_forward,shared_expert,3,model.layers.25.feed_forward.shared_expert.down_proj,aten.mm.default,[model.layers.25.feed_forward.shared_expert.down_proj.weight],decode,False,
2896,feed_forward,,,view,"[[B*E, d_model]]",,,"[[E, B, d_model]]",[2887],25,feed_forward,,1,model.layers.25.feed_forward,aten.view.default,[],decode,True,
2897,feed_forward,,,sum,"[[E, B, d_model]]",,,"[[B, d_model]]",[2896],25,feed_forward,,1,model.layers.25.feed_forward,aten.sum.dim_IntList,[],decode,True,
2898,feed_forward,,,add_,"[[B, d_model], [B, d_model]]",,,"[[B, d_model]]","[2895, 2897]",25,feed_forward,,1,model.layers.25.feed_forward,aten.add_.Tensor,[],decode,True,
2899,,,,view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2898],25,,,0,model.layers.25,aten.view.default,[],decode,True,
2900,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2858, 2899]",25,,,0,model.layers.25,aten.add.Tensor,[],decode,False,
2901,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2900],26,input_layernorm,,1,model.layers.26.input_layernorm,aten._to_copy.default,[],decode,True,
2902,input_layernorm,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2901],26,input_layernorm,,1,model.layers.26.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False,
2903,input_layernorm,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[2902],26,input_layernorm,,1,model.layers.26.input_layernorm,aten.mean.dim,[],decode,False,
2904,input_layernorm,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2903],26,input_layernorm,,1,model.layers.26.input_layernorm,aten.add.Tensor,[],decode,False,
2905,input_layernorm,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2904],26,input_layernorm,,1,model.layers.26.input_layernorm,aten.rsqrt.default,[],decode,False,
2906,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[2901, 2905]",26,input_layernorm,,1,model.layers.26.input_layernorm,aten.mul.Tensor,[],decode,False,
2907,input_layernorm,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2906],26,input_layernorm,,1,model.layers.26.input_layernorm,aten._to_copy.default,[],decode,True,
2908,input_layernorm,,,elementwise_mul,"[[B, 1, d_model], [d_model]]",,,"[[B, 1, d_model]]",[2907],26,input_layernorm,,1,model.layers.26.input_layernorm,aten.mul.Tensor,[model.layers.26.input_layernorm.weight],decode,False,
2909,self_attn,q_proj,,t,"[[n_h*d_head, d_model]]","[n_h*d_head, d_model]",0,"[[d_model, n_h*d_head]]",[],26,self_attn,q_proj,2,model.layers.26.self_attn.q_proj,aten.t.default,[model.layers.26.self_attn.q_proj.weight],decode,True,
2910,self_attn,q_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2908],26,self_attn,q_proj,2,model.layers.26.self_attn.q_proj,aten.view.default,[],decode,True,
2911,self_attn,q_proj,,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B, n_h*d_head]]","[2909, 2910]",26,self_attn,q_proj,2,model.layers.26.self_attn.q_proj,aten.mm.default,[model.layers.26.self_attn.q_proj.weight],decode,False,
2912,self_attn,q_proj,,_unsafe_view,"[[B, n_h*d_head]]",,,"[[B, 1, n_h*d_head]]",[2911],26,self_attn,q_proj,2,model.layers.26.self_attn.q_proj,aten._unsafe_view.default,[],decode,True,
2913,self_attn,,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[2912],26,self_attn,,1,model.layers.26.self_attn,aten.view.default,[],decode,True,
